game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
fc5c77a5-e656-42f1-ad10-13f337932473,1,Live Chess,Chess.com,2023.04.30,-,apokrinomai,jiit9124,1/2-1/2,1456,,1494,,,,draw,,draw,,0,B12,Game drawn by timeout vs insufficient material,600,2023.04.30,15:49:46,,,2023-10-24T16:58:13+0000,2023-04.pgn
1d12bba2-ce01-417f-a7e4-6cd2d1f4ce1b,2,Live Chess,Chess.com,2023.04.29,-,jiit9124,popiniho1960,0-1,1495,,1459,,,,popiniho1960,1459,jiit9124,1495,-36,D93,popiniho1960 won by resignation,600,2023.04.29,17:41:39,,,2023-10-24T16:58:13+0000,2023-04.pgn
b4b3d71d-733e-4371-be6b-ac4da459fef9,3,Live Chess,Chess.com,2023.04.29,-,jiit9124,oumah22,1-0,1504,,1472,,,,jiit9124,1504,oumah22,1472,32,D00,jiit9124 won by resignation,600,2023.04.29,17:15:10,,,2023-10-24T16:58:13+0000,2023-04.pgn
925637b1-3962-4b07-99e7-8b1ab87391f5,4,Live Chess,Chess.com,2023.04.29,-,jiit9124,IbrahimK174,1/2-1/2,1496,,1477,,,,draw,,draw,,0,D00,Game drawn by repetition,600,2023.04.29,16:08:39,,,2023-10-24T16:58:13+0000,2023-04.pgn
d0c35b64-9c21-4d1a-8113-b940b8ca55dc,5,Live Chess,Chess.com,2023.04.29,-,jiit9124,Obsitosa,1-0,1496,,1524,,,,jiit9124,1496,Obsitosa,1524,-28,D00,jiit9124 won by resignation,600,2023.04.29,15:56:09,,,2023-10-24T16:58:13+0000,2023-04.pgn
155362be-dd21-4ad7-bd0d-1568d715c6a2,6,Live Chess,Chess.com,2023.04.29,-,LJ_0427,jiit9124,1/2-1/2,1507,,1487,,,,draw,,draw,,0,B13,Game drawn by repetition,600,2023.04.29,15:40:55,,,2023-10-24T16:58:13+0000,2023-04.pgn
e19dab47-6210-4307-b052-7cf209ef599e,7,Live Chess,Chess.com,2023.04.29,-,adam07717,jiit9124,0-1,1452,,1487,,,,jiit9124,1487,adam07717,1452,35,B10,jiit9124 won by resignation,600,2023.04.29,10:27:19,,,2023-10-24T16:58:13+0000,2023-04.pgn
39496f21-0162-4453-9e28-bc46519fa64d,8,Live Chess,Chess.com,2023.04.29,-,nikapero,jiit9124,0-1,1500,,1479,,,,jiit9124,1479,nikapero,1500,-21,B30,jiit9124 won on time,600,2023.04.29,09:57:04,,,2023-10-24T16:58:13+0000,2023-04.pgn
2c5634b4-e43e-4ae0-9d1b-97410421be6f,9,Live Chess,Chess.com,2023.04.28,-,jiit9124,MrSchah,0-1,1470,,1448,,,,MrSchah,1448,jiit9124,1470,-22,A40,MrSchah won by resignation,600,2023.04.28,15:38:56,,,2023-10-24T16:58:13+0000,2023-04.pgn
87c3b563-441a-4d91-a873-adfabe294b75,10,Live Chess,Chess.com,2023.04.28,-,Macpiter,jiit9124,0-1,1421,,1479,,,,jiit9124,1479,Macpiter,1421,58,B12,jiit9124 won by resignation,600,2023.04.28,15:29:19,,,2023-10-24T16:58:13+0000,2023-04.pgn
ad8722b5-8de8-4796-a383-5b4be16825cd,11,Live Chess,Chess.com,2023.04.28,-,jiit9124,blanchecape,0-1,1472,,1516,,,,blanchecape,1516,jiit9124,1472,44,D00,blanchecape won by resignation,600,2023.04.28,11:55:26,,,2023-10-24T16:58:13+0000,2023-04.pgn
30693251-b560-476a-8b82-e204db62c1dd,12,Live Chess,Chess.com,2023.04.27,-,jiit9124,OLEKSANDR_SHOLOMITSKYI,0-1,1479,,1495,,,,OLEKSANDR_SHOLOMITSKYI,1495,jiit9124,1479,16,A40,OLEKSANDR_SHOLOMITSKYI won by resignation,600,2023.04.27,15:54:09,,,2023-10-24T16:58:13+0000,2023-04.pgn
1f7295c4-9e47-4f19-b3e5-56ee8874394b,13,Live Chess,Chess.com,2023.04.27,-,Virajnath,jiit9124,1-0,1524,,1487,,,,Virajnath,1524,jiit9124,1487,37,B13,Virajnath won by resignation,600,2023.04.27,15:50:49,,,2023-10-24T16:58:13+0000,2023-04.pgn
01954ff9-9663-4356-b6a9-aa02b83a478d,14,Live Chess,Chess.com,2023.04.27,-,Logic_and_Abililty,jiit9124,0-1,1500,,1495,,,,jiit9124,1495,Logic_and_Abililty,1500,-5,B21,jiit9124 won by resignation,600,2023.04.27,15:48:02,,,2023-10-24T16:58:13+0000,2023-04.pgn
4e1ed7d9-810e-4c0b-ba80-7d7dd0325b58,15,Live Chess,Chess.com,2023.04.13,-,jiit9124,SergiyMoloshyk,1-0,1486,,1518,,,,jiit9124,1486,SergiyMoloshyk,1518,-32,D00,jiit9124 won by resignation,600,2023.04.13,19:31:55,,,2023-10-24T16:58:13+0000,2023-04.pgn
e28d334f-826f-44cd-b7f7-98d54da37ab1,16,Live Chess,Chess.com,2023.04.13,-,jiit9124,JSR24103,1/2-1/2,1477,,1486,,,,draw,,draw,,0,D00,Game drawn by repetition,600,2023.04.13,19:10:58,,,2023-10-24T16:58:13+0000,2023-04.pgn
bba778e3-0c05-4931-b324-1b47eb5ba9a7,17,Live Chess,Chess.com,2023.04.13,-,balajijagadeesan,jiit9124,1-0,1498,,1477,,,,balajijagadeesan,1498,jiit9124,1477,21,A06,balajijagadeesan won by resignation,600,2023.04.13,11:47:13,,,2023-10-24T16:58:13+0000,2023-04.pgn
305ce31f-232e-43ff-b84b-9a749ad526ce,18,Live Chess,Chess.com,2023.04.12,-,taban115,jiit9124,1-0,1515,,1485,,,,taban115,1515,jiit9124,1485,30,B10,taban115 won by resignation,600,2023.04.12,17:20:06,,,2023-10-24T16:58:13+0000,2023-04.pgn
