game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
1c81efa1-7c37-41fd-8a1d-da23d6791a3b,1,Let's Play!,Chess.com,2020.08.18,-,dragos44,jiit912,1/2-1/2,1127,,1108,,,,draw,,draw,,0,B01,Game drawn by insufficient material,1/86400,2020.08.18,06:37:48,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
d47f45d9-bb64-49b8-8747-cf09594a2f30,2,Live Chess,Chess.com,2020.08.31,-,jiit912,LordSlackerking,1-0,990,,954,,,,jiit912,990,LordSlackerking,954,36,D00,jiit912 won by checkmate,600,2020.08.31,07:02:11,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
b5a06f57-5870-4529-85e2-7e4a1599314b,3,Live Chess,Chess.com,2020.08.31,-,babylon45,jiit912,1-0,956,,982,,,,babylon45,956,jiit912,982,-26,B01,babylon45 won by checkmate,600,2020.08.31,06:52:30,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
c5abec2a-6d95-4e1a-8d89-11fb545aa7a6,4,Live Chess,Chess.com,2020.08.30,-,jiit912,Lucbaron,0-1,991,,987,,,,Lucbaron,987,jiit912,991,-4,B10,Lucbaron won by checkmate,600,2020.08.30,19:13:20,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
fa9d0550-61c5-41b8-b3c9-f7cc0d1006ac,5,Live Chess,Chess.com,2020.08.30,-,jiit912,FootGoal,0-1,999,,970,,,,FootGoal,970,jiit912,999,-29,A40,FootGoal won by resignation,600,2020.08.30,19:00:55,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
9e297fcc-b7fc-48d6-b0d6-ab2a38f4177a,6,Live Chess,Chess.com,2020.08.30,-,jiit912,Nitinjadhav123,0-1,1008,,1046,,,,Nitinjadhav123,1046,jiit912,1008,38,D00,Nitinjadhav123 won by resignation,600,2020.08.30,18:45:30,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
218015bf-f22b-43ca-a7e5-c33d976b3783,7,Live Chess,Chess.com,2020.08.28,-,acchu02,jiit912,0-1,990,,1015,,,,jiit912,1015,acchu02,990,25,B10,jiit912 won by checkmate,600,2020.08.28,06:04:02,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
b29df1c2-3ded-450a-8d0c-3d9dd503d459,8,Live Chess,Chess.com,2020.08.28,-,jiit912,Lehz_24,0-1,1007,,1050,,,,Lehz_24,1050,jiit912,1007,43,A45,Lehz_24 won by resignation,600,2020.08.28,06:01:09,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
adffdd64-d0f5-4313-b37e-319777f6d101,9,Live Chess,Chess.com,2020.08.28,-,IllTable,jiit912,1-0,1094,,1014,,,,IllTable,1094,jiit912,1014,80,B01,IllTable won by resignation,600,2020.08.28,05:53:59,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
31d9a057-6494-4c75-8287-8da3691ed6c5,10,Live Chess,Chess.com,2020.08.27,-,Prateekhun,jiit912,0-1,992,,1021,,,,jiit912,1021,Prateekhun,992,29,D00,jiit912 won by resignation,600,2020.08.27,18:15:25,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
a342a79c-a235-4e30-80c9-f84df2080ab7,11,Live Chess,Chess.com,2020.08.20,-,AidenRiddle,jiit912,1/2-1/2,1003,,1013,,,,draw,,draw,,0,B01,Game drawn by insufficient material,600,2020.08.20,17:57:28,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
6c4e5a2b-f4c1-42d5-b008-95f2f80fb9f4,12,Live Chess,Chess.com,2020.08.19,-,jiit912,daruf_d,0-1,1013,,1037,,,,daruf_d,1037,jiit912,1013,24,D00,daruf_d won by checkmate,600,2020.08.19,19:52:15,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
75448f64-b9e9-43c8-88f7-762fb26eb8ef,13,Live Chess,Chess.com,2020.08.19,-,jiit912,yashasvi_yc7,0-1,1021,,1056,,,,yashasvi_yc7,1056,jiit912,1021,35,D00,yashasvi_yc7 won by resignation,600,2020.08.19,19:40:59,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
4a3b5073-2c5f-417b-90da-b931c3370030,14,Live Chess,Chess.com,2020.08.19,-,Fgaldino,jiit912,1-0,1017,,1029,,,,Fgaldino,1017,jiit912,1029,-12,B01,Fgaldino won by resignation,600,2020.08.19,19:27:32,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
74cbc305-78c4-4fea-a0a7-daa9c18a9a78,15,Live Chess,Chess.com,2020.08.14,-,jiit912,rkrahulk,1-0,1038,,973,,,,jiit912,1038,rkrahulk,973,65,D00,jiit912 won by checkmate,600,2020.08.14,15:05:16,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
058079a1-152b-4748-960c-2993c74b1236,16,Live Chess,Chess.com,2020.08.14,-,rkrahulk,jiit912,0-1,980,,1031,,,,jiit912,1031,rkrahulk,980,51,D00,jiit912 won by checkmate,600,2020.08.14,14:58:49,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
6364de13-32cf-4619-8cbe-bde87f0e6457,17,Live Chess,Chess.com,2020.08.14,-,jiit912,DhruvBansal94,0-1,1024,,1027,,,,DhruvBansal94,1027,jiit912,1024,3,C22,DhruvBansal94 won by checkmate,600,2020.08.14,06:06:21,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
7954899e-5cd0-40de-8d3e-3e3168e6c37a,18,Live Chess,Chess.com,2020.08.14,-,konyibu,jiit912,1-0,1036,,1032,,,,konyibu,1036,jiit912,1032,4,B06,konyibu won by resignation,600,2020.08.14,05:54:59,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
8b8fb4f7-ada8-4512-bd42-362c4f321a63,19,Live Chess,Chess.com,2020.08.13,-,jiit912,kikesoide,0-1,1040,,1057,,,,kikesoide,1057,jiit912,1040,17,A40,kikesoide won by checkmate,600,2020.08.13,19:11:22,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
c3000fbc-d269-48ae-9287-d9f6835609b6,20,Live Chess,Chess.com,2020.08.13,-,leonardimichele15,jiit912,0-1,1031,,1048,,,,jiit912,1048,leonardimichele15,1031,17,B06,jiit912 won by resignation,600,2020.08.13,15:11:46,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
abdccfe9-a8e5-4edd-a66b-78bc13389af7,21,Live Chess,Chess.com,2020.08.13,-,nikhilsp_7,jiit912,1-0,1048,,1040,,,,nikhilsp_7,1048,jiit912,1040,8,B01,nikhilsp_7 won by resignation,600,2020.08.13,15:07:21,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
5cd30ca7-950a-4162-a9f4-e75f898f960b,22,Live Chess,Chess.com,2020.08.13,-,spiderOfTheNight,jiit912,1-0,1074,,1048,,,,spiderOfTheNight,1074,jiit912,1048,26,D02,spiderOfTheNight won by resignation,600,2020.08.13,06:30:30,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
66399bae-8d74-43bd-b679-db1c738fd11e,23,Live Chess,Chess.com,2020.08.12,-,jiit912,gtajik,1-0,1056,,1017,,,,jiit912,1056,gtajik,1017,39,D00,jiit912 won by checkmate,600,2020.08.12,13:35:01,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
fafe13ec-7d46-4c7c-a49e-5c19234207ba,24,Live Chess,Chess.com,2020.08.11,-,OpenScent,jiit912,0-1,1064,,1049,,,,jiit912,1049,OpenScent,1064,-15,D00,jiit912 won on time,600,2020.08.11,15:03:56,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
96c0d5b1-67ea-49f5-aa54-e162ab1d27db,25,Live Chess,Chess.com,2020.08.11,-,jiit912,WaldoHamelQuesada,1-0,1040,,1054,,,,jiit912,1040,WaldoHamelQuesada,1054,-14,A40,jiit912 won by checkmate,600,2020.08.11,06:24:15,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
d2419ef8-5e7b-4077-a84c-d66cf31d81f7,26,Live Chess,Chess.com,2020.08.10,-,jiit912,habibian,1-0,1031,,1049,,,,jiit912,1031,habibian,1049,-18,D00,jiit912 won by resignation,600,2020.08.10,18:22:42,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
cd019837-45fc-426c-9af1-1aeb678094f6,27,Live Chess,Chess.com,2020.08.10,-,Txispas,jiit912,1-0,1000,,1022,,,,Txispas,1000,jiit912,1022,-22,C21,Txispas won by resignation,600,2020.08.10,07:26:23,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
56e6d6ff-4648-4070-96f0-0670b74feabe,28,Live Chess,Chess.com,2020.08.10,-,jiit912,Amgaa97,0-1,1031,,1063,,,,Amgaa97,1063,jiit912,1031,32,A45,Amgaa97 won by resignation,600,2020.08.10,07:22:12,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
cc291bac-b49a-417f-b386-d1b7551fdde4,29,Live Chess,Chess.com,2020.08.09,-,JR16241,jiit912,1-0,1037,,1039,,,,JR16241,1037,jiit912,1039,-2,B07,JR16241 won by resignation,600,2020.08.09,18:39:26,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
0e3eabbd-eddf-4582-8b07-6f0ddf46bf71,30,Live Chess,Chess.com,2020.08.09,-,jiit912,Stepanoff21,1-0,1047,,995,,,,jiit912,1047,Stepanoff21,995,52,D00,jiit912 won by checkmate,600,2020.08.09,06:12:39,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
764c9125-1536-45fc-9ebb-b44e22892e14,31,Live Chess,Chess.com,2020.08.08,-,jleopoldo,jiit912,0-1,1023,,1040,,,,jiit912,1040,jleopoldo,1023,17,B00,jiit912 won by resignation,600,2020.08.08,19:57:42,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
bf51ee70-e19d-40c4-9fec-8daa565cf936,32,Live Chess,Chess.com,2020.08.08,-,jiit912,DerpfulTactics,0-1,1032,,1026,,,,DerpfulTactics,1026,jiit912,1032,-6,A40,DerpfulTactics won by checkmate,600,2020.08.08,19:19:41,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
8936b49a-a6a5-4174-8e4a-5ffde37918cb,33,Live Chess,Chess.com,2020.08.08,-,Mo1orik,jiit912,1-0,1017,,1032,,,,Mo1orik,1017,jiit912,1032,-15,B06,Mo1orik won by checkmate,600,2020.08.08,13:37:30,,,2023-10-24T17:38:03+0000,jiit9122020-08.pgn
