game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
78311eb7-eb6c-4b29-8c7f-dd56401141e0,1,Live Chess,Chess.com,2023.09.30,-,Gchess000,jiit9124,0-1,1486,,1524,,,,jiit9124,1524,Gchess000,1486,38,B12,jiit9124 won by resignation,600,2023.09.30,18:52:22,,,2023-10-24T16:59:18+0000,2023-09.pgn
d0138923-bf78-4b94-9633-8b0a905a4ffd,2,Live Chess,Chess.com,2023.09.30,-,ilko_iliev,jiit9124,1/2-1/2,1517,,1517,,,,draw,,draw,,0,B33,Game drawn by repetition,600,2023.09.30,18:43:36,,,2023-10-24T16:59:18+0000,2023-09.pgn
eb57d839-27da-4bd6-8df6-cf5036de1ac9,3,Live Chess,Chess.com,2023.09.29,-,jiit9124,ovdienkoV,1-0,1517,,1525,,,,jiit9124,1517,ovdienkoV,1525,-8,D02,jiit9124 won by resignation,600,2023.09.29,19:52:33,,,2023-10-24T16:59:18+0000,2023-09.pgn
26e90564-5a28-44f3-b588-3a2272f14e58,4,Live Chess,Chess.com,2023.09.29,-,jiit9124,sushiltripathy,1-0,1508,,1457,,,,jiit9124,1508,sushiltripathy,1457,51,D02,jiit9124 won by resignation,600,2023.09.29,19:10:43,,,2023-10-24T16:59:18+0000,2023-09.pgn
8a096d85-8dfa-4cb2-af2d-204a81a763f9,5,Live Chess,Chess.com,2023.09.29,-,jantje_e,jiit9124,0-1,1477,,1501,,,,jiit9124,1501,jantje_e,1477,24,B30,jiit9124 won by resignation,600,2023.09.29,12:52:06,,,2023-10-24T16:59:18+0000,2023-09.pgn
f4545bb1-bb53-448b-a550-43f1f1b3f46e,6,Live Chess,Chess.com,2023.09.29,-,jiit9124,realtorr,1-0,1493,,1495,,,,jiit9124,1493,realtorr,1495,-2,A41,jiit9124 won by resignation,600,2023.09.29,11:22:32,,,2023-10-24T16:59:18+0000,2023-09.pgn
6241638a-5347-46a3-af60-bdbf59a0b116,7,Live Chess,Chess.com,2023.09.29,-,Gorgichesss,jiit9124,1-0,1499,,1485,,,,Gorgichesss,1499,jiit9124,1485,14,D00,Gorgichesss won by resignation,600,2023.09.29,11:19:05,,,2023-10-24T16:59:18+0000,2023-09.pgn
1edf15a8-1768-4c2f-8f5d-84bb87831032,8,Live Chess,Chess.com,2023.09.28,-,dimikirsch,jiit9124,0-1,1484,,1493,,,,jiit9124,1493,dimikirsch,1484,9,D00,jiit9124 won by checkmate,600,2023.09.28,17:47:45,,,2023-10-24T16:59:18+0000,2023-09.pgn
e7590628-6e3c-4aaf-a35e-9c3850621a5d,9,Live Chess,Chess.com,2023.09.28,-,jiit9124,ukinshein,0-1,1485,,1515,,,,ukinshein,1515,jiit9124,1485,30,D02,ukinshein won by resignation,600,2023.09.28,16:33:54,,,2023-10-24T16:59:18+0000,2023-09.pgn
00889e09-d7b2-439c-83b2-ace72ac280e4,10,Live Chess,Chess.com,2023.09.28,-,S-y-m-e,jiit9124,0-1,1451,,1493,,,,jiit9124,1493,S-y-m-e,1451,42,B33,jiit9124 won by checkmate,600,2023.09.28,16:25:33,,,2023-10-24T16:59:18+0000,2023-09.pgn
