game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
874c27d5-3e63-4d51-9587-b9b8048470e9,1,Live Chess,Chess.com,2020.08.22,-,jiit9124,DCman314,1-0,1015,,980,,,,jiit9124,1015,DCman314,980,35,D00,jiit9124 won by checkmate,600,2020.08.22,12:14:54,,,2023-10-24T16:56:22+0000,2020-08.pgn
e3f48282-1405-480a-862d-db67fc86c100,2,Live Chess,Chess.com,2020.08.21,-,VaibhavXYZ,jiit9124,0-1,1031,,1007,,,,jiit9124,1007,VaibhavXYZ,1031,-24,A10,jiit9124 won by checkmate,600,2020.08.21,18:24:55,,,2023-10-24T16:56:22+0000,2020-08.pgn
c60f1c5c-5ffc-4781-8185-391d30df14fd,3,Live Chess,Chess.com,2020.08.21,-,CTAXIES,jiit9124,1-0,995,,998,,,,CTAXIES,995,jiit9124,998,-3,B01,CTAXIES won by resignation,600,2020.08.21,18:23:42,,,2023-10-24T16:56:22+0000,2020-08.pgn
5983b5b6-fcf4-4798-aeb2-4444bd4bb2fc,4,Live Chess,Chess.com,2020.08.21,-,jiit9124,ogllyboogly,0-1,1007,,1003,,,,ogllyboogly,1003,jiit9124,1007,-4,D00,ogllyboogly won by resignation,600,2020.08.21,18:10:39,,,2023-10-24T16:56:22+0000,2020-08.pgn
82b38f63-8b71-4135-b4fd-fa0d9bd2cbaa,5,Live Chess,Chess.com,2020.08.02,-,jiit9124,PanFranio,1-0,1016,,985,,,,jiit9124,1016,PanFranio,985,31,A40,jiit9124 won by checkmate,600,2020.08.02,12:54:39,,,2023-10-24T16:56:22+0000,2020-08.pgn
