game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_bishop_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,captured_score_for_white,captured_score_for_black,fen_row1_white_count,fen_row2_white_count,fen_row3_white_count,fen_row4_white_count,fen_row5_white_count,fen_row6_white_count,fen_row7_white_count,fen_row8_white_count,fen_row1_white_value,fen_row2_white_value,fen_row3_white_value,fen_row4_white_value,fen_row5_white_value,fen_row6_white_value,fen_row7_white_value,fen_row8_white_value,fen_row1_black_count,fen_row2_black_count,fen_row3_black_count,fen_row4_black_count,fen_row5_black_count,fen_row6_black_count,fen_row7_black_count,fen_row8_black_count,fen_row1_black_value,fen_row2_black_value,fen_row3_black_value,fen_row4_black_value,fen_row5_black_value,fen_row6_black_value,fen_row7_black_value,fen_row8_black_value,move_sequence
305388ee-6206-43a4-ac67-28bc78755b28,1,1,devansh501,d4,d2d4,d2,d4,P,White,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,7,0,1,0,0,0,0,31,7,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,31,d4
305388ee-6206-43a4-ac67-28bc78755b28,2,1,jiit912,c5,c7c5,c7,c5,P,Black,rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,7,0,1,0,0,0,0,31,7,0,1,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,1,0,7,31,d4|c5
305388ee-6206-43a4-ac67-28bc78755b28,3,2,devansh501,e3,e2e3,e2,e3,P,White,rnbqkbnr/pp1ppppp/8/2p5/3P4/4P3/PPP2PPP/RNBQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,6,1,1,0,0,0,0,31,6,1,1,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,1,0,7,31,d4|c5|e3
305388ee-6206-43a4-ac67-28bc78755b28,4,2,jiit912,d6,d7d6,d7,d6,P,Black,rnbqkbnr/pp2pppp/3p4/2p5/3P4/4P3/PPP2PPP/RNBQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,6,1,1,0,0,0,0,31,6,1,1,0,0,0,0,0,0,0,0,1,1,6,8,0,0,0,0,1,1,6,31,d4|c5|e3|d6
305388ee-6206-43a4-ac67-28bc78755b28,5,3,devansh501,Nc3,b1c3,b1,c3,N,White,rnbqkbnr/pp2pppp/3p4/2p5/3P4/2N1P3/PPP2PPP/R1BQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,6,2,1,0,0,0,0,28,6,4,1,0,0,0,0,0,0,0,0,1,1,6,8,0,0,0,0,1,1,6,31,d4|c5|e3|d6|Nc3
305388ee-6206-43a4-ac67-28bc78755b28,6,3,jiit912,Nc6,b8c6,b8,c6,N,Black,r1bqkbnr/pp2pppp/2np4/2p5/3P4/2N1P3/PPP2PPP/R1BQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,6,2,1,0,0,0,0,28,6,4,1,0,0,0,0,0,0,0,0,1,2,6,7,0,0,0,0,1,4,6,28,d4|c5|e3|d6|Nc3|Nc6
305388ee-6206-43a4-ac67-28bc78755b28,7,4,devansh501,f4,f2f4,f2,f4,P,White,r1bqkbnr/pp2pppp/2np4/2p5/3P1P2/2N1P3/PPP3PP/R1BQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,5,2,2,0,0,0,0,28,5,4,2,0,0,0,0,0,0,0,0,1,2,6,7,0,0,0,0,1,4,6,28,d4|c5|e3|d6|Nc3|Nc6|f4
305388ee-6206-43a4-ac67-28bc78755b28,8,4,jiit912,g6,g7g6,g7,g6,P,Black,r1bqkbnr/pp2pp1p/2np2p1/2p5/3P1P2/2N1P3/PPP3PP/R1BQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,5,2,2,0,0,0,0,28,5,4,2,0,0,0,0,0,0,0,0,1,3,5,7,0,0,0,0,1,5,5,28,d4|c5|e3|d6|Nc3|Nc6|f4|g6
305388ee-6206-43a4-ac67-28bc78755b28,9,5,devansh501,Bd3,f1d3,f1,d3,B,White,r1bqkbnr/pp2pp1p/2np2p1/2p5/3P1P2/2NBP3/PPP3PP/R1BQK1NR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,5,3,2,0,0,0,0,25,5,7,2,0,0,0,0,0,0,0,0,1,3,5,7,0,0,0,0,1,5,5,28,d4|c5|e3|d6|Nc3|Nc6|f4|g6|Bd3
305388ee-6206-43a4-ac67-28bc78755b28,10,5,jiit912,Bg7,f8g7,f8,g7,B,Black,r1bqk1nr/pp2ppbp/2np2p1/2p5/3P1P2/2NBP3/PPP3PP/R1BQK1NR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,5,3,2,0,0,0,0,25,5,7,2,0,0,0,0,0,0,0,0,1,3,6,6,0,0,0,0,1,5,8,25,d4|c5|e3|d6|Nc3|Nc6|f4|g6|Bd3|Bg7
